[ 2012-06-15T15:00:48+08:00 ] /me/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='9' AND c.userid = u.id) order by createtime desc [ RunTime:0.005068s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='10' AND c.userid = u.id) order by createtime desc [ RunTime:0.007048s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='7' AND c.userid = u.id) order by createtime desc [ RunTime:0.006455s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002837s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002950s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.022473s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022557s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.003208s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.003403s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001544s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.003117s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.011590s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\imitation\me\Lib\Action\MessageAction.class.php:102) View.class.php 第 120 行.
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\imitation\me\Lib\Action\MessageAction.class.php:102) View.class.php 第 121 行.
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\imitation\me\Lib\Action\MessageAction.class.php:102) View.class.php 第 122 行.
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001608s ]
[ 2012-06-15T23:20:17+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001720s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.005231s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.005397s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003614s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003718s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u 
       		WHERE(article_id='10000' and pid=0 AND c.userid = u.id) order by createtime desc [ RunTime:0.005587s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='8' AND c.userid = u.id) order by createtime desc [ RunTime:0.004494s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='6' AND c.userid = u.id) order by createtime desc [ RunTime:0.005562s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='9' AND c.userid = u.id) order by createtime desc [ RunTime:0.005736s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='10' AND c.userid = u.id) order by createtime desc [ RunTime:0.004959s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='7' AND c.userid = u.id) order by createtime desc [ RunTime:0.005617s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003530s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.003640s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.031343s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031442s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.002244s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.002679s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003254s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002134s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.010635s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\imitation\me\Lib\Action\MessageAction.class.php:102) View.class.php 第 120 行.
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\imitation\me\Lib\Action\MessageAction.class.php:102) View.class.php 第 121 行.
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\imitation\me\Lib\Action\MessageAction.class.php:102) View.class.php 第 122 行.
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002496s ]
[ 2012-06-15T23:23:11+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002613s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.002371s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002505s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001793s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001998s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u 
       		WHERE(article_id='10000' and pid=0 AND c.userid = u.id) order by createtime desc [ RunTime:0.005451s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='8' AND c.userid = u.id) order by createtime desc [ RunTime:0.004940s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='6' AND c.userid = u.id) order by createtime desc [ RunTime:0.008768s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='9' AND c.userid = u.id) order by createtime desc [ RunTime:0.005539s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='10' AND c.userid = u.id) order by createtime desc [ RunTime:0.005248s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='7' AND c.userid = u.id) order by createtime desc [ RunTime:0.004538s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002354s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002438s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.020761s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020840s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.001687s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.001641s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001412s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001669s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006677s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\imitation\me\Lib\Action\MessageAction.class.php:102) View.class.php 第 120 行.
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\imitation\me\Lib\Action\MessageAction.class.php:102) View.class.php 第 121 行.
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\imitation\me\Lib\Action\MessageAction.class.php:102) View.class.php 第 122 行.
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003695s ]
[ 2012-06-15T23:23:46+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003804s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.003187s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.003332s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001654s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001734s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u 
       		WHERE(article_id='10000' and pid=0 AND c.userid = u.id) order by createtime desc [ RunTime:0.005859s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='8' AND c.userid = u.id) order by createtime desc [ RunTime:0.004995s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='6' AND c.userid = u.id) order by createtime desc [ RunTime:0.006316s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='9' AND c.userid = u.id) order by createtime desc [ RunTime:0.005664s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='10' AND c.userid = u.id) order by createtime desc [ RunTime:0.004931s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='7' AND c.userid = u.id) order by createtime desc [ RunTime:0.006392s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.005450s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.005736s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.022751s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022851s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.002152s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.001775s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001338s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001845s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007730s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002195s ]
[ 2012-06-15T23:24:14+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002301s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.001724s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001860s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001320s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001395s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u 
       		WHERE(article_id='10000' and pid=0 AND c.userid = u.id) order by createtime desc [ RunTime:0.006823s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='8' AND c.userid = u.id) order by createtime desc [ RunTime:0.005636s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='6' AND c.userid = u.id) order by createtime desc [ RunTime:0.005529s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='9' AND c.userid = u.id) order by createtime desc [ RunTime:0.005242s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='10' AND c.userid = u.id) order by createtime desc [ RunTime:0.005161s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='7' AND c.userid = u.id) order by createtime desc [ RunTime:0.005227s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001255s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001332s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.017698s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017777s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.001216s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.001494s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003561s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001830s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008398s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001861s ]
[ 2012-06-15T23:25:05+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001979s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.001873s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002025s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001757s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001861s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u 
       		WHERE(article_id='10000' and pid=0 AND c.userid = u.id) order by createtime desc [ RunTime:0.005266s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='8' AND c.userid = u.id) order by createtime desc [ RunTime:0.004515s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='6' AND c.userid = u.id) order by createtime desc [ RunTime:0.005678s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='9' AND c.userid = u.id) order by createtime desc [ RunTime:0.005090s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='10' AND c.userid = u.id) order by createtime desc [ RunTime:0.005172s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='7' AND c.userid = u.id) order by createtime desc [ RunTime:0.006507s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001558s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001650s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.019338s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019422s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.001404s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.001157s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000875s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001199s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004879s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003178s ]
[ 2012-06-15T23:25:39+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003286s ]
[ 2012-06-15T23:27:50+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T23:27:50+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.002477s ]
[ 2012-06-15T23:27:50+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002615s ]
[ 2012-06-15T23:27:50+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T23:27:50+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001577s ]
[ 2012-06-15T23:27:50+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001658s ]
[ 2012-06-15T23:27:50+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u 
       		WHERE(article_id='10000' and pid=0 AND c.userid = u.id) order by createtime desc [ RunTime:0.005581s ]
[ 2012-06-15T23:27:50+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='8' AND c.userid = u.id) order by createtime desc [ RunTime:0.009288s ]
[ 2012-06-15T23:27:50+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='6' AND c.userid = u.id) order by createtime desc [ RunTime:0.006197s ]
[ 2012-06-15T23:27:50+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='9' AND c.userid = u.id) order by createtime desc [ RunTime:0.006172s ]
[ 2012-06-15T23:27:50+08:00 ] /me/message/ | SQL: SELECT c.id AS cid, pid, `comment`, c.create_time AS createtime, username,avatar FROM my_comment AS c, my_user AS u
    			WHERE(article_id='10000' and pid='10' AND c.userid = u.id) order by createtime desc [ RunTime:0.005020s ]
